coreid,mofid-v1,Ground_truth,Predicted,Aromatic Nitrogen Ring,Alkyne,Halogen,Alkene,Ether,Imine,Enamine,Ketone_new,Amino,metal
2006[Mg][dia]3[ASR]8,[<missing>].[O-]C=O,0,0,0,0,0,0,0,0,0,0,0,Mg
2013[Co][dia]3[ASR]2,[<missing>].[O-]C(=O)c1ccc(cc1)c1ccncc1,0,0,1,0,0,0,0,0,0,0,0,Co
2014[Sc][nan]3[ASR]4,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[<missing>],0,0,0,0,0,0,0,0,0,0,0,Sc
2022[Cu][tbo]3[ASR]10,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2018[Fe][stp]3[ASR]1,CP(=O)(c1ccc(cc1)P(=O)([O])C)[O].[<missing>],0,0,0,0,0,0,0,0,0,0,0,Fe
2018[Zn][acs]3[ASR]1,[O-]C(=O)C1CCC(C1(C)C)(C)C(=O)[O-].[<missing>][O]([Zn])([Zn])[Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
2010[Zn][pcu]3[ASR]8,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[<missing>][O]([Zn])([Zn])[Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
2008[Cu][dia]3[ASR]1,I[<missing>]12[Cu]3([Cu]1([Cu]23I)I)I.OCC1=NN=C([N]1)CO.[Cu],0,0,0,0,4,0,0,0,0,0,0,Cu
2013[Tb][tcs]3[ASR]1,[O-]C(=O)c1cccc(c1)c1cncc(c1)C(=O)[O-].[<missing>],1,1,1,0,0,0,0,0,0,0,0,Tb
2023[Fe][xmz]3[ASR]6,[<missing>][O]([Fe])[Fe].[O-]C(=O)c1ccc(cc1)c1cncc(n1)c1ccc(cc1)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Fe
2014[Ag][nan]2[ASR]1,[<missing>].n1ncn(c1)n1cnnc1,0,0,6,0,0,0,0,0,0,0,0,Ag
2003[Mn][dia]3[ASR]1,[<missing>].[O-]C=O,0,0,0,0,0,0,0,0,0,0,0,Mn
2017[Cu][rtl]3[ASR]3,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)c1ccc(c2c1cccc2)c1ccncc1)C(=O)[O-],0,0,1,0,0,0,0,0,0,0,0,Cu
2012[Cu][unc]3[ASR]8,O(CCC1=N[N]N=N1)CCC1=N[N]N=N1.[<missing>],0,0,0,0,0,0,1,0,0,0,0,Cu
2012[Zn][sod]3[ASR]5,CC1=NNN[N]1.[<missing>],0,0,0,0,0,0,0,0,0,0,0,Zn
2017[Co][nan]3[ASR]22,[<missing>].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Co
2005[Co][dia]3[ASR]3,[<missing>].[O-]C=O,0,0,0,0,0,0,0,0,0,0,0,Co
2014[Zn][nan]3[ASR]35,[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-].[<missing>],0,0,0,0,0,0,0,0,0,0,0,Zn
2023[Sc][nan]3[ASR]2,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[<missing>],0,0,0,0,0,0,0,0,0,0,0,Sc
2019[Co][scu]3[ASR]1,[<missing>][OH2][Co].[O-]C(=O)c1cc(C(=O)[O-])c(cc1n1cncc1)n1cncc1,0,0,0,0,0,0,0,0,0,0,0,Co
2016[In][nan]3[ASR]12,[<missing>].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH],0,0,0,0,0,0,0,0,0,0,0,In
2009[Cd][nuc]3[ASR]8,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[<missing>],0,0,5,0,0,0,0,0,0,0,0,Cd
2016[Cu][nbo]3[ASR]27,CCOc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OCC)c1ccc(cc1)C(=O)[O-].[<missing>][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2014[Mn][gfy]3[ASR]1,[<missing>].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,0,0,4,0,0,0,0,0,0,0,0,Mn
2007[V][bpq]3[ASR]1,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O].[<missing>],0,0,0,0,0,0,0,0,0,0,0,V
2003[V][nan]3[ASR]1,[O]P(=O)(CCCP(=O)([O])[O])[O].[O][<missing>][OH][V][O],1,1,0,0,0,0,0,0,0,0,0,V
2021[V][nan]3[ASR]1,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[<missing>],0,0,0,0,0,0,0,0,0,0,0,V
2015[Co][flu]3[ASR]1,COc1c(c2c(OC)c(cc(c2OC)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])c(OC)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[<missing>],0,0,0,0,0,0,4,0,0,0,0,Co
2019[Fe][acs]3[ASR]1,[<missing>][O]([Fe])[Fe].[O-]C(=O)c1ccc(cc1)c1cc2c(cc1c1ccc(cc1)C(=O)[O-])C1c3c(C2c2c1cc(c(c2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])cc(c(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Fe
2008[Cu][tbo]3[ASR]14,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2017[Y][nan]3[ASR]1,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)P(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[<missing>],0,0,0,0,0,0,0,0,0,0,0,Y
0000[Cu][tbo]3[ASR]1,[<missing>][Cu].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],0,0,0,0,0,0,0,0,3,0,0,Cu
2014[Zn][nan]3[ASR]7,[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-].[<missing>],0,0,0,0,0,0,0,0,0,0,0,Zn
2012[Zn][dia]3[ASR]4,Nc1nccc(c1)C(=O)[O-].[<missing>],0,0,1,0,0,0,0,0,1,0,0,Zn
2008[Cu][tbo]3[ASR]23,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2023[Sc][nan]3[ASR]5,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[<missing>],0,0,0,0,0,0,0,0,0,0,0,Sc
2020[Zn][nan]3[ASR]69,[O-]C(=O)c1ccc(cc1)c1cc2c3c(c1)C(C)(C)c1c4N3c3c(C2(C)C)cc(cc3C(c4cc(c1)c1ccc(cc1)C(=O)[O-])(C)C)c1ccc(cc1)C(=O)[O-].[<missing>][OH]1[Zn][OH]([Zn]1)[Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
2020[Cu][sql]2[ASR]8,[<missing>][Cu].[O-]C(=O)c1ccc(cc1)c1[nH]c(nc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)O,0,0,2,0,0,0,0,0,0,0,0,Cu
2021[Ni][nan]3[ASR]4,[<missing>].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Ni
2016[Cu][nbo]3[ASR]38,CCOc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OCC)c1ccc(cc1)C(=O)[O-].[<missing>][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2018[Cd][sql]2[ASR]1,[<missing>].[O-]C(=O)c1cccc(c1)c1ccncc1,0,0,1,0,0,0,0,0,0,0,0,Cd
2014[Cu][dia]3[ASR]4,[<missing>].[O-]C(=O)c1ccc(cc1)n1ncnc1,0,0,3,0,0,0,0,0,0,0,0,Cu
2009[Cu][nbo]3[ASR]2,[<missing>][Cu].[O-]C(=O)c1ccc(cc1)c1cccc(c1)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2007[Cd][rtl]3[ASR]2,[<missing>].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cd
2017[Cd][nan]3[ASR]3,[<missing>].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cd
2021[V][nan]3[ASR]6,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O].[<missing>],0,0,0,0,0,0,0,0,0,0,0,V
2021[Eu][nan]3[ASR]1,[<missing>].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],0,0,0,0,0,0,0,0,3,0,0,Eu
2010[Zn][pcu]3[ASR]19,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[<missing>][O]([Zn])([Zn])[Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
2021[Cu][nbo]3[ASR]2,[<missing>][Cu].[O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2c1ccc(cc1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-],0,0,2,0,0,0,0,0,0,0,0,Cu
2022[Cd][kgd]2[ASR]1,[<missing>].[O-]C(=O)c1cc(CN2C(=O)CCC2C(=O)[O-])cc(c1)C(=O)[O-],1,1,0,0,0,0,0,0,0,0,1,Cd
2022[Cu][tbo]3[ASR]8,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2010[Zn][pcu]3[ASR]17,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[<missing>][O]([Zn])([Zn])[Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
2019[Cd][flu]3[ASR]1,[<missing>].[O-]C(=O)c1ccc(cc1c1cncc(c1)c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-],1,1,1,0,0,0,0,0,0,0,0,Cd
2020[V][nan]3[ASR]2,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[<missing>],0,0,0,0,0,0,0,0,0,0,0,V
2008[Zn][sqc]3[ASR]1,[O-]C(=O)c1cc(OCc2cccc(c2)COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[<missing>],0,0,0,0,0,0,2,0,0,0,0,Zn
2008[Cd][rtl]3[ASR]1,[<missing>].[O-]C(=O)c1cc(C(=O)O)c(cc1C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cd
2020[Cu][tbo]3[ASR]3,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2008[In][dia]3[ASR]2,[<missing>].[O-]C(=O)c1ccc(s1)C(=O)[O-],1,1,0,0,0,0,0,0,0,0,0,In
2014[Co][dia]3[ASR]1,[<missing>].[O-]C(=O)c1ccc(cc1)C=Cc1ccncc1,0,0,1,0,0,1,0,0,0,0,0,Co
2015[Cu][hyw]3[ASR]1,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N1C=CN([CH]1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,1,0,0,4,0,0,Cu
2020[Zn][qtz]3[ASR]1,[O-]C(=O)c1ccncc1N.[<missing>],0,0,1,0,0,0,0,0,1,0,0,Zn
2010[Zn][pcu]3[ASR]3,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[<missing>][O]([Zn])([Zn])[Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
2014[Mn][nan]3[ASR]14,[<missing>].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Mn
2013[Zn][rtl]3[ASR]5,[O-]C(=O)c1ccc2c3c1c(ccc3C(=O)N(C2=O)c1ccncc1)C(=O)[O-].[<missing>][Zn],0,0,1,0,0,0,0,0,1,0,2,Zn
2016[Zn][sab]3[ASR]1,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[<missing>][O]([Zn])[Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
2019[V][nan]3[ASR]3,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O].[<missing>],0,0,0,0,0,0,0,0,0,0,0,V
2012[Zn][pcu]3[ASR]4,[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[<missing>][O]([Zn])([Zn])[Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
2007[Zn][nan]3[ASR]11,[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[<missing>],0,0,0,0,0,0,0,0,3,0,0,Zn
2013[Cu][tbo]3[ASR]3,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2012[Zn][sql]2[ASR]2,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[<missing>][Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
2013[Mn][pcu]3[ASR]2,[<missing>].[O-]C=O,0,0,0,0,0,0,0,0,0,0,0,Mn
2008[Cu][tbo]3[ASR]9,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2017[Cd][nan]3[ASR]2,[<missing>].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cd
2008[Fe][bpq]3[ASR]1,[<missing>].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH],0,0,0,0,0,0,0,0,0,0,0,Fe
2005[Ag][pts]3[ASR]1,[<missing>].n1ccnc(c1)c1nnc(o1)c1nccnc1,0,0,6,0,0,0,0,0,0,0,0,Ag
2017[Mn][rtl]3[ASR]1,[<missing>].[O-]C(=O)c1ccncc1,0,0,1,0,0,0,0,0,0,0,0,Mn
2016[Tb][fcu]3[ASR]1,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[OH]12[<missing>]34[OH]5[Tb]62[OH]2[Tb]71[OH]4[Tb]14[OH]3[Tb]35[OH]6[Tb]2([OH]71)[OH]43,0,0,0,0,0,0,0,0,0,0,0,Tb
2009[Cd][nuc]3[ASR]1,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[<missing>],0,0,5,0,0,0,0,0,0,0,0,Cd
2014[Mn][nan]3[ASR]8,Cl[<missing>].Cl[Mn]Cl.N1=Nc2c(=N1)cc1c(=NN=N1)c2.[Mn],0,0,0,0,3,0,0,0,0,0,0,Mn
2017[Cu][rtl]3[ASR]1,Cc1ncn(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[<missing>][Cu],0,0,2,0,0,0,0,0,0,0,0,Cu
2016[Zn][bnn]3[ASR]1,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])P(=O)(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])[O].[<missing>],0,0,0,0,0,0,0,0,0,0,0,Zn
2023[Cd][nuc]3[ASR]1,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[<missing>],0,0,5,0,0,0,0,0,0,0,0,Cd
2016[Sc][nan]3[ASR]4,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[<missing>],0,0,0,0,0,0,0,0,0,0,0,Sc
2014[Mn][rtl]3[ASR]3,[<missing>].[O-]C(=O)c1ccc(cc1)c1ccncc1,0,0,1,0,0,0,0,0,0,0,0,Mn
2020[Cu][nan]2[ASR]2,I[<missing>]([Cu][Cu][Cu](I)I)I.[Cu][Cu](I)I.c1ccc(cn1)C#Cc1cc(C#Cc2cccnc2)cc(c1)C#Cc1cccnc1,0,0,3,3,6,0,0,0,0,0,0,Cu
2023[Cd][eta]3[ASR]1,Br[<missing>].CCC1=NC(=C([N]1)C=NC1CCCCC1N=C[C]1N=C(N=C1C)CC)C,0,0,0,0,1,1,0,3,0,0,0,Cd
2017[Cu][ths]3[ASR]8,[<missing>].[O-]C(=O)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2008[Zn][nan]3[ASR]17,[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-].[<missing>],0,0,0,0,0,0,0,0,0,0,0,Zn
2018[Co][nan]3[ASR]9,[<missing>].[O-]C(=O)c1cc(C(=O)[O-])c(cc1[O])[O],0,0,0,0,0,0,0,0,0,0,0,Co
2012[Zn][acs]3[ASR]5,[O-]C=O.[<missing>],0,0,0,0,0,0,0,0,0,0,0,Zn
2013[Zn][pcu]3[ASR]12,[O-]C(=O)[C]1SC2=C(S1)S[C](S2)C(=O)[O-].[<missing>][O]([Zn])([Zn])[Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
2016[Zn][rtl]3[ASR]2,[O-]C(=O)c1ccc(cc1)n1c(C)nnc1c1cccc(c1)C(=O)[O-].[<missing>][Zn],0,0,3,0,0,0,0,0,0,0,0,Zn
2020[Co][dia]3[ASR]1,[<missing>].[O-]C(=O)c1ccncc1,0,0,1,0,0,0,0,0,0,0,0,Co
2019[Zn][nan]3[ASR]18,[O-]C(=O)c1cc(cc(n1)C(=O)[O-])c1cc(nc(c1)C(=O)[O-])C(=O)[O-].[<missing>],0,0,2,0,0,0,0,0,0,0,0,Zn
2014[Co][dia]3[ASR]4,[<missing>].[O-]C(=O)c1ccc(cc1)c1ccncc1,0,0,1,0,0,0,0,0,0,0,0,Co
2004[Fe][dia]3[ASR]3,Cl[<missing>]O[Fe]Cl.[O-]C(=O)C(=O)[O-],0,0,0,0,2,0,0,0,0,0,0,Fe
2008[Cu][tbo]3[ASR]28,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2005[Zn][nan]3[ASR]7,[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-].[<missing>],0,0,0,0,6,0,0,0,0,0,0,Zn
2015[Cu][nan]3[ASR]11,[<missing>].[O-]C(=O)c1cc(cc(c1)c1ccncc1)c1ccncc1,0,0,2,0,0,0,0,0,0,0,0,Cu
2011[Cd][pcu]3[ASR]2,[<missing>].c1ccc(cn1)NCc1ccc(cc1)CNc1cccnc1,0,0,2,0,0,0,0,0,2,0,0,Cd
2014[Cu][dia]3[ASR]2,[<missing>].[O-]C(=O)c1ccc(cc1)n1ncnc1,0,0,3,0,0,0,0,0,0,0,0,Cu
2014[Zn][sql]2[ASR]1,NNC(=O)NN=C(c1ccncc1)C.[<missing>],0,0,1,0,0,0,0,0,0,0,2,Zn
2013[Cd][nan]3[ASR]5,[<missing>].[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)O)(COc1ccc(cc1)C(=O)O)COc1ccc(cc1)C(=O)[O-],1,1,0,0,0,0,4,0,0,0,0,Cd
2019[Cu][gar]3[ASR]1,NC1=NC=NC2=NC=N[C]12.[<missing>].[Cu]1[OH]2[Cu][OH]3[Cu]4562[OH]1[Cu][OH]6[Cu][OH]5[Cu][OH]4[Cu]3,0,0,0,0,0,0,0,0,0,0,0,Cu
2016[Cu][pts]3[ASR]1,[<missing>][Cu].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2016[Cu][nbo]3[ASR]5,[<missing>][Cu].[O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2c1ccc(cc1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-],0,0,2,0,0,0,0,0,0,0,0,Cu
2016[Ni][acs]3[ASR]3,[<missing>].[O-]C=O,0,0,0,0,0,0,0,0,0,0,0,Ni
2017[Co][nan]3[ASR]20,[<missing>].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Co
2016[Zn][vbk]3[ASR]1,[O-]C(=O)c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[<missing>],0,0,0,0,0,0,0,0,0,0,0,Zn
2020[Cu][ant]2[ASR]1,N1=C[N]N([CH]1)c1ccc(cc1)C1=NN=N[N]1.[<missing>],0,0,0,0,0,0,0,0,1,0,0,Cu
2023[Cd][kgd]2[ASR]1,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[<missing>],0,0,5,0,0,0,0,0,0,0,0,Cd
2019[Co][nan]3[ASR]2,[<missing>].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Co
2019[Co][dia]3[ASR]3,[<missing>].[O-]C(=O)c1ccc(cc1)C(n1cncc1)c1ccc(cc1)C(=O)O,1,1,2,0,0,0,0,0,0,0,0,Co
2006[Zn][dia]3[ASR]4,[O-]C=O.[<missing>],0,0,0,0,0,0,0,0,0,0,0,Zn
2012[Cu][unc]3[ASR]10,O(CCC1=NN=N[N]1)CCC1=N[N]N=N1.[<missing>],0,0,0,0,0,0,1,0,0,0,0,Cu
2018[Co][nan]3[ASR]5,[<missing>].[O-]C(=O)[C]1C=C(C(=O)[O-])C(=O)[CH]C1=O,0,0,0,0,0,1,0,0,0,2,0,Co
2017[Cu][ths]3[ASR]1,[<missing>].[O-]C(=O)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2021[Ni][qtz]3[ASR]1,Cl[<missing>]Cl.O=C(c1ccncc1)OCc1c2ccccc2c(c2c1cccc2)COC(=O)c1ccncc1,0,0,2,0,2,0,0,0,0,0,0,Ni
2012[Ga][ctn]3[ASR]1,[<missing>].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Ga
2012[Zn][nia]3[ASR]1,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[<missing>],0,0,0,0,0,0,0,0,0,0,0,Zn
0000[Co][nan]3[ASR]9,[<missing>].n1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccncc1)C=C3)[N]2,0,0,4,0,0,9,0,2,0,0,0,Co
2012[Zn][sod]3[ASR]15,O(CCC1=NN=N[N]1)CCC1=NN=N[N]1.[<missing>],0,0,0,0,0,0,1,0,0,0,0,Zn
2009[Cu][tbo]3[ASR]6,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2022[Co][nan]3[ASR]8,[<missing>].[O-]C(=O)c1ccc(cc1)c1ncnc(c1)c1ccc(cc1)C(=O)[O-],0,0,2,0,0,0,0,0,0,0,0,Co
2019[Ni][dia]3[ASR]1,[<missing>].[O-]C(=O)c1ccc(cc1)C=Cc1ccncc1,0,0,1,0,0,1,0,0,0,0,0,Ni
2015[V][bpq]3[ASR]1,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH].[<missing>],0,0,0,0,0,0,0,0,0,0,0,V
2016[Zn][nan]2[ASR]4,[O-]C(=O)c1cc(cc(n1)c1ccccn1)c1ccc(cc1)C(=O)[O-].[OH].[<missing>],0,0,2,0,0,0,0,0,0,0,0,Zn
2017[Cu][ths]3[ASR]7,[<missing>].[O-]C(=O)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2009[Cu][hex]3[ASR]1,[<missing>][OH][Cu][OH][Cu].n1ncn(c1)n1cnnc1,0,0,0,0,0,0,0,0,0,0,0,Cu
2020[Cd][nan]3[ASR]3,[<missing>].[O-]C(=O)c1ccc(cc1)CN(Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)CN(Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cd
2016[Zn][sqp]3[ASR]1,Brc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[<missing>],0,0,0,0,1,0,0,0,0,0,0,Zn
2007[Fe][dia]3[ASR]21,[<missing>].[O-]C=O,0,0,0,0,0,0,0,0,0,0,0,Fe
2018[Gd][pcu]3[ASR]1,Fc1c(F)c(C(=O)[O-])c(c(c1F)C(=O)[O-])F.[O]12[<missing>]34[O]5[Gd]62[O]2[Gd]71[O]4[Gd]14[O]3[Gd]35[O]6[Gd]2([O]71)[O]43,0,0,0,0,0,0,0,0,0,0,0,Gd
2013[Ni][dia]3[ASR]2,O=C1[CH]C(=O)NC(=S)N1.[<missing>],0,0,0,0,0,0,0,0,0,0,2,Ni
2013[Zn][rtl]3[ASR]1,[O-]C(=O)c1ccc2c3c1c(ccc3C(=O)N(C2=O)c1ccncc1)C(=O)[O-].[<missing>][Zn],0,0,1,0,0,0,0,0,1,0,2,Zn
2020[Cd][fes]2[ASR]1,OC(=O)c1ccc(cc1c1ncccc1C(=O)[O-])C(=O)[O-].[<missing>],1,1,1,0,0,0,0,0,0,0,0,Cd
2014[Cu][nan]3[ASR]20,[<missing>][Cu].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2012[Zn][dia]3[ASR]2,[O-]C(=O)c1ccc(nc1)c1ccncc1.[<missing>][OH][Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
2007[Fe][dia]3[ASR]10,[<missing>].[O-]C=O,0,0,0,0,0,0,0,0,0,0,0,Fe
2021[Cd][pts]3[ASR]2,[<missing>].[O-]C(=O)c1ccc(cc1)C1=C(N[C](N1)c1ccc(cc1)[C]1NC(=C(N1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],1,1,0,0,0,2,0,0,4,0,0,Cd
0000[Fe][pcu]3[ASR]1,[<missing>].n1cnn(c1)CCn1ncnc1,0,0,6,0,0,0,0,0,0,0,0,Fe
2012[Ni][nan]3[ASR]3,[<missing>].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Ni
