coreid,mofid-v1,Source,2_class,4_class
2018[Cd][rtl]3[ION]1,[Cd][Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],ION,0,1
2015[ZnSi][pcu]3[ION]1,O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1.[Zn],ION,0,1
2018[Zn][sql]2[ION]3,[O-]C(=O)c1cc2ccccc2c(c1O)c1c(O)c(cc2c1cccc2)C(=O)[O-].[Zn],ION,0,1
2015[Cu][nan]3[ION]2,O=C(c1ccncc1)OCc1cc(COC(=O)c2ccncc2)cc(c1)COC(=O)c1ccncc1.[Cu],ION,1,3
2013[Mn][gfy]3[ION]1,[Mn].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,ION,0,1
2017[Zn][nan]3[ION]2,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],ION,1,2
2017[Ag][nan]2[ION]2,[Ag].n1ccc(cc1)c1nnc(n1c1cccnc1)c1ccccn1,ION,0,1
2015[La][sev]3[ION]1,[La].[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],ION,0,1
2014[Co][gfy]3[ION]2,[Co].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,ION,0,1
1998[Ag][pcl]3[ION]1,[Ag].c1ccncn1,ION,1,2
2003[Ca][dia]3[ION]1,OCC(C(CO)O)O.[Ca],ION,1,3
2006[CdSi][nan]3[ION]1,[Cd].c1cc(nc(c1)n1cnnc1)n1cnnc1,ION,0,1
2009[Zn][sql]2[ION]1,[Zn].c1ccc2c(c1)n(cn2)Cc1ccc(cc1)Cn1cnc2c1cccc2,ION,0,1
2012[Co][gfy]3[ION]1,[Co].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,ION,0,1
2016[Zn][dia]3[ION]1,[O-]C(=O)Cc1nnc([nH]1)c1ccncc1.[OH2][Zn],ION,1,2
2018[Zn][nan]3[ION]1,[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][OH2]([Zn])[Zn],ION,1,2
2015[Ag][sra]3[ION]1,[Ag].c1ccc(cn1)c1ccc(cc1)[C]([C](c1ccc(cc1)c1cccnc1)c1ccc(cc1)c1cccnc1)c1ccc(cc1)c1cccnc1,ION,0,1
2016[Zn][pts]3[ION]1,[O-]C(=O)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])C(=O)[O-].[Zn],ION,0,1
2015[Cu][pts]3[ION]1,[Cu].n1ccc(cc1)C1=C(SC(=C2SC(=C(S2)c2ccncc2)c2ccncc2)S1)c1ccncc1,ION,0,1
2012[Co][pcu]3[ION]1,[Co].[O-]C(=O)c1ccc(o1)C(=O)[O-],ION,0,1
2005[Cu][mog]3[ION]1,OC1(CC(c2ccncc2)C(CC1c1ccncc1)(O)c1ccncc1)c1ccncc1.[Cu],ION,0,1
2017[U][sql]2[ION]1,[O-]C(=O)c1cccc(c1)C[NH2]CCCC[NH2]Cc1cccc(c1)C(=O)[O-].[O][U]1([O])[OH][U]([OH]1)([O])[O],ION,1,2
2004[Ag][vtx]3[ION]1,CC(=NN=C(c1nccnc1)C)c1nccnc1.[Ag],ION,0,1
2014[Ni][gfy]3[ION]2,[Ni].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,ION,0,1
2010[Cd][pcu]3[ION]1,[Cd].c1ccc2c(c1)n(cn2)c1ccc(cc1)n1cnc2c1cccc2,ION,0,1
2019[In][dia]3[ION]1,[In].[O-]C(=O)C1=CN[C](C=C1)c1ccc(cc1)C(=O)[O-],ION,0,1
2009[Zn][sql]2[ION]2,[Zn].c1ccc2c(c1)n(cn2)Cc1ccc(cc1)Cn1cnc2c1cccc2,ION,0,1
1999[Co][pcu]3[ION]1,CC(=O)NCCCCCCNC(=O)C.[Co],ION,0,1
2010[Ag][nan]3[ION]1,Cc1c(B(c2c(C)c(C)c(c(c2C)C)c2ccncc2)c2c(C)c(C)c(c(c2C)C)c2ccncc2)c(C)c(c(c1C)c1ccncc1)C.[Ag],ION,0,1
2013[Nd][dia]3[ION]1,[O-][n+]1ccc(cc1C)c1cc[n+](c(c1)C)[O-].[O][Nd]([O])([O])[O],ION,1,2
2011[Zn][bto]3[ION]1,NC(C(=O)Nc1ccc(cc1)NC(=O)C(Cc1ccccc1)N)Cc1ccccc1.[Zn],ION,1,2
2018[Pr][nan]2[ION]1,[O-]C(=O)CCCC(=O)[O-].[OH2][Pr]([OH2])([OH2])[OH2],ION,1,2
2024[Cd][hcb]2[ION]1,[OH2][Cd]([OH2])[OH2].n1ccc(cc1)c1ccncc1,ION,1,2
1993[Ti][qtz]3[ION]1,[O-]C(=O)C(=O)[O-].[Ti],ION,1,3
2018[Zn][sql]2[ION]2,[Zn].c1ccc2c(c1)c(n1cncc1)c1c(c2n2cncc2)cccc1,ION,1,2
2024[Cd][hcb]2[ION]2,[OH2][Cd]([OH2])[OH2].n1ccc(cc1)c1ccncc1,ION,1,2
2011[Zn][gis]3[ION]1,[O-]C(=O)c1ccc(cc1)P(=O)([O])[O].[Zn],ION,1,2
2010[Ce][bcu]3[ION]1,CC(c1cc(cc(c1N1C=CN([CH]1)c1c(cc(cc1C(C)C)C(=O)[O-])C(C)C)C(C)C)C(=O)[O-])C.[Ce],ION,1,3
2019[Tb][she]3[ION]1,[O-]C(=O)c1cc(NC2=NC(=[N]=C([N]2)Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[O][Tb][O],ION,1,2
2011[Mn][nan]3[ION]1,[Mn].[O-]C(=O)c1cc(Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],ION,1,2
2010[Zn][hex]3[ION]1,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn],ION,0,1
2014[Co][gfy]3[ION]5,[Co].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,ION,0,1
2018[CuSb][dia]3[ION]1,O=C(c1ccncc1)Nc1ccncc1.[Cu],ION,1,2
2014[Mn][gfy]3[ION]2,[Mn].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,ION,0,1
2014[Mn][gfy]3[ION]3,[Mn].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,ION,0,1
2020[Eu][sqc]3[ION]1,[O-]C(=O)C1=C[CH]N(C=C1)Cc1c(C)c(CN2[CH]C=C(C=C2)C(=O)[O-])c(c(c1C)CN1[CH]C=C(C=C1)C(=O)[O-])C.[O][Eu][O],ION,1,2
2003[Cu][pcl]3[ION]1,[Cu].c1ccncn1,ION,0,1
2015[Dy][sqc]3[ION]1,[O-]C(=O)C1=C[CH]N(C=C1)Cc1c(C)c(CN2[CH]C=C(C=C2)C(=O)[O-])c(c(c1C)CN1[CH]C=C(C=C1)C(=O)[O-])C.[O][Dy][O],ION,1,3
2009[U][nan]3[ION]1,[O]P(=O)(c1ccc(cc1)P(=O)([O])[O])[O].[O][U][O],ION,1,3
2009[Ag][nbo]3[ION]1,O=C(c1cccnc1)c1cccnc1.[Ag][Ag],ION,0,1
2018[Co][pts]3[ION]1,CC1=NN=C([C]1N1C=CN([CH]1)C1=C(C)[N]N=C1C)C.[Co],ION,0,1
2015[Zn][pcu]3[ION]1,[O-]C(=O)c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(cc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-].[Zn][OH2][Zn],ION,1,2
2011[SiCa][nan]3[ION]1,[Ca].[O-]C(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],ION,1,2
2012[Ag][nbo]3[ION]2,[Ag].n1ccnc(c1)Cc1nccnc1,ION,0,1
2020[Bi][sql]2[ION]1,[Bi].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],ION,1,2
2019[La][flu]3[ION]1,[O-]C(=O)C1=C[CH]N(C=C1)Cc1c(C)c(CN2[CH]C=C(C=C2)C(=O)[O-])c(c(c1C)CN1[CH]C=C(C=C1)C(=O)[O-])C.[OH2][La][OH2],ION,1,2
2012[Eu][acs]3[ION]1,[Eu].[O-]C(=O)C[NH]1CCN2CC[NH](CC(=O)[O-])Cc3ccc(cc3)C[NH](CCN(CC[NH](Cc3ccc(C1)cc3)CC(=O)[O-])CC[NH](Cc1ccc(C[NH](CC2)CC(=O)[O-])cc1)CC(=O)[O-])CC(=O)[O-],ION,1,3
2000[Ag][srs]3[ION]1,[Ag].c1ccc2c(c1)nc1c(n2)c2nc3ccccc3nc2c2c1nc1ccccc1n2,ION,0,1
2023[Cu][nan]3[ION]1,[Cu][OH]1[Cu][OH]([Cu]1)[Cu].[O-]C(=O)Cc1ccc(cc1)n1cnnc1,ION,1,2
2017[La][nan]3[ION]1,[La].[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)[O-],ION,0,1
2014[Co][gfy]3[ION]1,[Co].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,ION,1,2
2018[La][nan]2[ION]1,[O-]C(=O)CCCC(=O)[O-].[OH2][La]([OH2])([OH2])[OH2],ION,1,2
2015[Cd][rtl]3[ION]2,[Cd][Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],ION,0,1
2019[Ag][nan]2[ION]2,O=C(c1ccncc1)Oc1c(cccc1OC(=O)c1ccncc1)OC(=O)c1ccncc1.[Ag],ION,1,2
2004[La][lhb]3[ION]1,[La].[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],ION,0,1
2018[Nd][nan]2[ION]1,[O-]C(=O)CCCC(=O)[O-].[OH2][Nd]([OH2])([OH2])[OH2],ION,1,2
2000[Ag][srs]3[ION]2,[Ag].n1ccnc(c1)c1nccnc1,ION,1,2
2015[Ce][flu]3[ION]1,[O-]C(=O)C1=C[CH]N(C=C1)Cc1c(C)c(CN2[CH]C=C(C=C2)C(=O)[O-])c(c(c1C)CN1[CH]C=C(C=C1)C(=O)[O-])C.[O][Ce][O],ION,1,3
2015[Eu][flu]3[ION]1,[O-]C(=O)C1=C[CH]N(C=C1)Cc1c(C)c(CN2[CH]C=C(C=C2)C(=O)[O-])c(c(c1C)CN1[CH]C=C(C=C1)C(=O)[O-])C.[O][Eu][O],ION,1,3
2023[U][hcb]2[ION]2,[O-]C(=O)CCC(N(=O)=O)(CCC(=O)[O-])CCC(=O)[O-].[O][U][O],ION,1,3
2017[Cd][sql]2[ION]1,[Cd].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-],ION,0,1
2014[Ni][gfy]3[ION]1,[Ni].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,ION,1,2
2013[Cu][dia]3[ION]1,Cc1nnc(s1)[N]C(=O)c1ccncc1.[Cu]O[Cu],ION,0,1
2019[Yb][sqc]3[ION]1,[O-]C(=O)C1=C[CH]N(C=C1)Cc1c(C)c(CN2[CH]C=C(C=C2)C(=O)[O-])c(c(c1C)CN1[CH]C=C(C=C1)C(=O)[O-])C.[OH2][Yb][OH2],ION,1,2
2023[U][hcb]2[ION]1,[O-]C(=O)CCC(N(=O)=O)(CCC(=O)[O-])CCC(=O)[O-].[O][U][O],ION,1,3
2010[Ag][nan]3[ION]2,[Ag].c1ccc(cn1)COc1cc(OCc2cccnc2)cc(c1)OCc1cccnc1,ION,0,1
2008[In][cds]3[ION]1,[In].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-],ION,0,1
2016[Cu][nan]3[ION]1,[Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cccc(n1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],ION,1,2
2000[Cu][dia]3[ION]1,[Cu].n1ccc(cc1)[N][N]c1ccncc1,ION,0,1
2011[In][dia]3[ION]1,[In].[O-]C(=O)c1cc(cc(c1)c1ccc2-c3ccc(cc3CCc2c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-],ION,1,3
2013[Cu][dmc]3[ION]1,O=C(c1ccncc1)OCCn1c(=O)n(CCOC(=O)c2ccncc2)c(=O)n(c1=O)CCOC(=O)c1ccncc1.[Cu],ION,0,1
2019[Sm][hcb]2[ION]1,Cl[Sm](Cl)Cl.n1ccc(cc1)c1ccncc1,ION,1,2
2019[Y][sqc]3[ION]1,[O-]C(=O)C1=C[CH]N(C=C1)Cc1c(C)c(CN2[CH]C=C(C=C2)C(=O)[O-])c(c(c1C)CN1[CH]C=C(C=C1)C(=O)[O-])C.[OH2][Y][OH2],ION,1,2
2015[Ho][sqc]3[ION]1,[O-]C(=O)C1=C[CH]N(C=C1)Cc1c(C)c(CN2[CH]C=C(C=C2)C(=O)[O-])c(c(c1C)CN1[CH]C=C(C=C1)C(=O)[O-])C.[O][Ho][O],ION,1,2
2014[SbAg][uog]3[ION]1,CCC(=NN=C(c1c[n+]([O-])c2c(n1)cccc2)CC)c1c[n+]([O-])c2c(n1)cccc2.[Ag],ION,0,1
2009[Cu][sra]3[ION]1,[Cu].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,ION,1,2
2019[Ni][stp]3[ION]1,[Ni].n1ccn(c1)c1cc(cc(c1)C1=NN=N[N]1)n1ccnc1,ION,0,1
2008[Cd][nan]3[ION]1,[Cd].c1ncn(c1)Cc1cc(cc(c1)Cn1cncc1)Cn1cncc1,ION,0,1
2013[Ni][gfy]3[ION]1,[Ni].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,ION,0,1
2011[Cd][flu]3[ION]1,[Cd].[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])[CH]Oc1ccc(cc1)C(=O)[O-],ION,0,1
2002[Cd][pcu]3[ION]1,[Cd].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,ION,0,1
2018[Ag][sql]2[ION]1,[Ag][Ag].c1ccc(cc1)[N][N]c1nccn1Cn1ccnc1[N][N]c1ccccc1,ION,0,1
2019[Sm][flu]3[ION]1,[O-]C(=O)C1=C[CH]N(C=C1)Cc1c(C)c(CN2[CH]C=C(C=C2)C(=O)[O-])c(c(c1C)CN1[CH]C=C(C=C1)C(=O)[O-])C.[OH2][Sm][OH2],ION,1,2
2015[Nd][flu]3[ION]1,[O-]C(=O)C1=C[CH]N(C=C1)Cc1c(C)c(CN2[CH]C=C(C=C2)C(=O)[O-])c(c(c1C)CN1[CH]C=C(C=C1)C(=O)[O-])C.[O][Nd][O],ION,1,2
2019[La][flu]3[ION]2,[O-]C(=O)C1=C[CH]N(C=C1)Cc1c(C)c(CN2[CH]C=C(C=C2)C(=O)[O-])c(c(c1C)CN1[CH]C=C(C=C1)C(=O)[O-])C.[OH2][La][OH2],ION,1,2
2008[Zn][nan]3[ION]3,[O-]C(=O)c1ccc(cc1)P(=O)([O])[O].[Zn],ION,1,2
2017[Gd][sqc]3[ION]1,[O-]C(=O)C1=C[CH]N(C=C1)Cc1c(C)c(CN2[CH]C=C(C=C2)C(=O)[O-])c(c(c1C)CN1[CH]C=C(C=C1)C(=O)[O-])C.[OH2][Gd][OH2],ION,1,3
2020[Ca][llj]3[ION]1,[Ca].[O-]C(=O)c1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],ION,0,1
2023[Sm][nan]3[ION]1,[O-]C(=O)c1ccc(cc1)CN1C=CN([CH]1)Cc1ccc(cc1)C(=O)[O-].[Sm],ION,1,2
2018[ZnMo][qtz]3[ION]1,C(Cc1ccncc1)Cc1ccncc1.[O][Mo]1234O[Mo]567([O])O[Mo]8(O1)([O])[O]1[Zn]9[O]6[Mo]6%107([O]5[Zn]5[O]3[Mo]374([O]2[Zn]2[O]8[Mo]41([O])O[Mo]18%11([O]9[Mo]91(O6)(O[Mo]1([O]5[Mo]5(O7)(O[Mo]67(O3)([O]2[Mo]6([O]7[Zn]([O]15)[O]%119)(O4)([O])O8)[O])[O])(O%10)[O])[O])[O])[O])[O],ION,0,1
2008[BiPr][sra]3[ION]1,O=C1CN2CC[N]34[Bi](O1)(OC(=O)C2)(OC(=O)C4)OC(=O)C3.[O][Pr]([O])[O],ION,0,1
2015[Cd][rtl]3[ION]1,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH2][Cd],ION,0,1
2014[Ni][gfy]3[ION]5,[Ni].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,ION,0,1
2017[Zn][utp]3[ION]1,[O-]C(=O)c1cc(CN2[CH]C=C(C=C2)C=Cc2ccncc2)cc(c1)C(=O)[O-].[OH2][Zn],ION,1,2
2012[Ag][nbo]3[ION]1,[Ag].n1ccnc(c1)Cc1nccnc1,ION,0,1
2009[Ag][nbo]3[ION]4,O=C(c1cccnc1)c1cccnc1.[Ag][Ag],ION,0,1
2009[Ag][nbo]3[ION]5,O=C(c1cccnc1)c1cccnc1.[Ag][Ag],ION,0,0
2018[Zn][fes]2[ION]1,[O-]C(=O)c1ccc(cc1)c1ccn([n-]1)Cc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH2][Zn],ION,0,1
2007[Cu][the]3[ION]1,Cl[Cu].[N]1N=NC(=N1)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C1=N[N]N=N1)c1ccc(cc1)C1=N[N]N=N1,ION,0,1
2014[Mn][gfy]3[ION]4,[Mn].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,ION,0,1
2018[Cu][sql]2[ION]1,O=C(N(C1CCCCC1N(C(=O)c1ccccc1)Cc1cccnc1)Cc1cccnc1)c1ccccc1.[Cu],ION,0,1
2014[Mn][gfy]3[ION]5,[Mn].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,ION,0,1
2017[Zn][dia]3[ION]1,[O-]C(=O)CN1[CH]C=C(C=C1)C1=C[CH]N(C=C1)CC(=O)[O-].[Zn],ION,1,2
2018[Ce][nan]2[ION]1,[O-]C(=O)CCCC(=O)[O-].[OH2][Ce]([OH2])([OH2])[OH2],ION,1,2
2011[Zn][gis]3[ION]2,[O-]C(=O)c1ccc(cc1)P(=O)([O])[O].[Zn],ION,1,2
2011[Zn][lon]3[ION]1,[O-]C(=O)CCn1c(=O)n(CCC(=O)[O-])c(=O)n(c1=O)CCC(=O)[O-].[Zn],ION,0,1
2015[Dy][pcu]3[ION]1,[O-]C(=O)CC(C(=O)[O-])N.[O][Dy]12([O])[O]3[Dy]4([O]2[Dy]2([O]1[Dy]3([O]42)([O])[O])([O])[O])([O])[O],ION,1,2
2012[Ag][pts]3[ION]1,[Ag].n1ncn(c1)C12CC3CC(C1)CC(C2)(C3)n1cnnc1,ION,0,1
2016[Cd][sql]2[ION]1,[Cd].[O-]C(=O)c1ccc(cc1)c1nccc(c1)C(=O)[O-],ION,1,2
2017[Ag][nan]2[ION]1,[Ag].n1ccc(cc1)c1nnc(n1c1cccnc1)c1ccccn1,ION,0,1
2010[MnMo][nan]3[ION]1,[O]P(=O)([O])[O].[O][Mn]([O]1[Mo]23([Mo]41([O]3[Mn]135([O]6[Mo]7(O2)([O])O[Mo]67([O])O[Mo]26([Mo](O4)([O]12)([O])O6)[O])[O]1[Mo]24([Mo]1(O2)([O])O[Mo]12([O]5[Mo]1(O[Mo]15([O]3[Mo]1(O4)([O])O5)[O])([O])[O]2[Mn]([O])[O])[O])[O])[O])[O])[O],ION,0,1
2001[Cu][cag]3[ION]1,N#Cc1ccc(cc1)C(n1cncn1)c1ccc(cc1)C#N.[Cu],ION,0,1
2015[Ca][pts]3[ION]1,[O-]C(=O)CN1C=CN([CH]1)Cc1ccc(cc1)CN1C=CN([CH]1)CC(=O)[O-].[OH2]1[OH2][Ca]21[OH2][OH2]2,ION,0,1
2019[Eu][flu]3[ION]1,[O-]C(=O)C1=C[CH]N(C=C1)Cc1c(C)c(CN2[CH]C=C(C=C2)C(=O)[O-])c(c(c1C)CN1[CH]C=C(C=C1)C(=O)[O-])C.[OH2][Eu][OH2],ION,1,2
2014[Zn][ths]3[ION]1,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn],ION,1,2
2019[Cu][sql]2[ION]1,[Cu][Cu].[O-]C(=O)CN1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)CC(=O)[O-],ION,0,1
2016[ZnCo][sab]3[ION]1,[Co][O]([Zn])[Zn].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],ION,1,3
2019[In][nan]3[ION]1,[In].[O-]C(=O)c1cncc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],ION,1,2
2014[Ni][gfy]3[ION]3,[Ni].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,ION,0,1
2015[Ag][nbo]3[ION]4,[Ag].n1ccnc(c1)Cc1nccnc1,ION,1,2
2014[Co][gfy]3[ION]3,[Co].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,ION,0,1
2014[Co][gfy]3[ION]4,[Co].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,ION,0,1
2019[Nd][flu]3[ION]1,[O-]C(=O)C1=C[CH]N(C=C1)Cc1c(C)c(CN2[CH]C=C(C=C2)C(=O)[O-])c(c(c1C)CN1[CH]C=C(C=C1)C(=O)[O-])C.[OH2][Nd][OH2],ION,1,2
2018[ZnMo][qtz]3[ION]2,C(Cc1ccncc1)Cc1ccncc1.[O][Mo]1234O[Mo]567([O])O[Mo]8(O1)([O])[O]1[Zn]9[O]6[Mo]6%107([O]5[Zn]5[O]3[Mo]374([O]2[Zn]2[O]8[Mo]41([O])O[Mo]18%11([O]9[Mo]91(O6)(O[Mo]1([O]5[Mo]5(O7)(O[Mo]67(O3)([O]2[Mo]6([O]7[Zn]([O]15)[O]%119)(O4)([O])O8)[O])[O])(O%10)[O])[O])[O])[O])[O],ION,0,1
2006[Cu][srs]3[ION]1,[Cu].c1cnc2c(n1)c1nccnc1c1c2nccn1,ION,1,2
2013[Cd][pcu]3[ION]1,[Cd].[O-]C(=O)c1cc(cc(c1)C(C)(C)C)C(=O)[O-],ION,1,2
2023[Cd][dia]3[ION]1,O=C(c1ccc(s1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cd],ION,1,3
2015[Zn][ths]3[ION]1,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn],ION,1,2
2008[Zn][pcu]3[ION]1,[Zn].c1cc(OCCn2cncc2)c2c(c1)c(OCCn1cncc1)ccc2,ION,1,3
2019[Ag][nan]2[ION]3,O=C(c1ccncc1)Oc1c(cccc1OC(=O)c1ccncc1)OC(=O)c1ccncc1.[Ag],ION,0,1
2017[Co][hcb]2[ION]1,Cl[Co].[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],ION,1,2
2017[Ag][nan]2[ION]3,[Ag].n1ccc(cc1)c1nnc(n1c1cccnc1)c1ccccn1,ION,0,1
2009[Ag][nbo]3[ION]2,O=C(c1cccnc1)c1cccnc1.[Ag][Ag],ION,0,1
